"ID","PROMOTOR-GESTOR","ACCES","TIPUS VELOCITAT","TIPUS CONNEXIÓ","LATITUD","LONGITUD","DESIGNACIÓ-DESCRIPTIVA","POTENCIA","TIPUS DE CORRENT","ADREÇA","PROVINCIA","CODIPROV","MUNICIPI","CODIMUN","NPLACES ESTACIÓ","TIPUS VEHICLE","Georeferència"
"46109393","Institut Català d'Energia - Ajuntament de Palafolls","targeta","semiRAPID","MENNEKES.M","41,669018","2,75167","Ajuntament de Palafolls - SELBA EdRSR 1","12","AC","Carrer de Mas Pinell, 53","Barcelona","8","Palafolls","81555","","","POINT (2.75167 41.669017)"
"46617729","Institut Català d'Energia - Ajuntament de Sabadell","targeta","semiRAPID","MENNEKES.M","41,51496","2,09631","61949051030021","10","AC","Carr. de Bellaterra, 5, 1, 08205 Sabadell,","Barcelona","8","Sabadell","81878","","","POINT (2.09631 41.514961)"
"46414966","Institut Català d'Energia - Ajuntament de Barcelona","targeta","semiRAPID","MENNEKES.M","41,391056","2,147744","12243039550025","7","AC","SABA - C/ de Londres, 56, 08036 Barcelona,","Barcelona","8","Barcelona","80193","","","POINT (2.147744 41.391057)"
"46617594","Institut Català d'Energia - Ajuntament de Colera","targeta","semiRAPID","MENNEKES.M","42,403614","3,152229","22XP22T3KK4AK00047","10","AC","Carrer dels Horts, 38, 17496 Colera, Girona,","Girona","17","Colera","170545","","","POINT (3.152229 42.403615)"
"46109998","Institut Català d'Energia - Ajuntament de Martorell","targeta","semiRAPID","MENNEKES.M","41,482094","1,91152","Servinstec Martorell - SELBA EdRSR 2","12","AC","Carrer dEnric Prat de la Riba, 38","Barcelona","8","Martorell","81141","","","POINT (1.91152 41.482095)"
"46109395","Institut Català d'Energia - Ajuntament de el Prat de Llobregat","targeta","RAPID i semiRAPID","CCS Combo2+ChadeMO+MENNEKES.M","41,33146","2,093881","El Prat de Llobregat","32","AC/DC","Plaça Espanya, 2","Barcelona","8","el Prat de Llobregat","81691","","","POINT (2.093881 41.33146)"
"46617784","Institut Català d'Energia - Ajuntament de Calonge i Sant Antoni","targeta","RAPID i semiRAPID","CCS Combo2","41,866592","3,073229","C6E06BCC22UUXCXUVT","60","DC","Ctra. de la Bisbal, 18, 17251 Calonge,","Girona","17","Calonge i Sant Antoni","170340","","","POINT (3.073229 41.866592)"
"46594753","Institut Català d'Energia - Ajuntament de Navata","targeta","semiRAPID","MENNEKES.M","42,233955","2,865366","62225022070024","22","AC","Torremirona Golf Club - N-260, Km. 46, 17744","Girona","17","Navata","171117","","","POINT (2.865366 42.233957)"
"49524279","Institut Català d'Energia - Ajuntament de Cruïlles, Monells i Sant Sadurní de l'Heura","targeta","semiRAPID","MENNEKES.M","41,9545","2,995783","Fusteria Sais SL","12","AC","XX3W+Q8 San Sadurní","Girona","17","Cruïlles, Monells i Sant Sadurní de l'Heura","179011","","","POINT (2.995783 41.9545)"
"46414951","Institut Català d'Energia - Ajuntament de Barcelona","targeta","semiRAPID","MENNEKES.M","41,38959","2,17363","12233033410017","22","AC","Parking Saba Bamsa Plaza Urquinaona -Pl.","Barcelona","8","Barcelona","80193","","","POINT (2.17363 41.389592)"
"46511786","Institut Català d'Energia - Ajuntament de Barcelona","targeta","semiRAPID","MENNEKES.M","41,39019","2,14327","12147045470008","20","AC","Av. de Josep Tarradellas, 139, 08029","Barcelona","8","Barcelona","80193","","","POINT (2.14327 41.390191)"
"46109918","Institut Català d'Energia - Ajuntament de Sant Boi de Llobregat","targeta","semiRAPID","MENNEKES.M","41,34885","2,042106","AMB FL007 - CIRCUTOR EdRSR 4","7","AC","Carrer de Josep Torras i Bages, 6","Barcelona","8","Sant Boi de Llobregat","82009","","","POINT (2.042106 41.348851)"
"11423971","Institut Català d'Energia - Ajuntament de La Seu d'Urgell","VIA PUBLICA","semiRAPID i NORMAL","MENNEKES.F+Schuko","42,3556","1,46035","EdRsR La Seu d'Urgell (AC22kW)","0","AC/DC","Passeig Joan Brudieu","Lleida","25","la Seu d'Urgell","252038","2","cotxe","POINT (1.46035 42.3556)"
"46110400","Institut Català d'Energia - Ajuntament de Castelldefels","targeta","semiRAPID","MENNEKES.M","41,278793","1,980029","AMB - FL005 - CIRCUTOR EdrSR 2","7","AC","Carrer Antic Camí Ral de València, 1","Barcelona","8","Castelldefels","80569","","","POINT (1.980029 41.278794)"
"47145033","Institut Català d'Energia - Ajuntament de l'Hospitalet de Llobregat","targeta","semiRAPID","MENNEKES.M","41,354813","2,1232877","ACCIONA - IKEA L'Hospitalet de Llobregat","10","AC","Avinguda de la Granvia de l?Hospitalet, 131","Barcelona","8","l'Hospitalet de Llobregat","81017","","","POINT (2.1232877 41.3548135)"
"46110125","Institut Català d'Energia - Ajuntament de Capmany","targeta","semiRAPID","MENNEKES.M","42,374393","2,92272","Capmany - SELBA EdRSR 1","12","AC","Carrer Sant Climent, 27, 17750 Capmany, Gi...","Girona","17","Capmany","170427","","","POINT (2.92272 42.374394)"
"44185984","Institut Català d'Energia - Ajuntament de Montgat","tarjeta","RAPID i semiRAPID","CCS Combo2+ChadeMO+MENNEKES.M","41,470173","2,289598","EdRR Montgat (DC60-AC45kW)","50","AC/DC","FONDA MARINA - Carrer Camí Ral, 151, 08390","Barcelona","8","Montgat","81265","","","POINT (2.289598 41.470172)"
"46113329","Institut Català d'Energia - Ajuntament de Constantí","targeta","RAPID i semiRAPID","CCS Combo2+ChadeMO+MENNEKES.M","41,154846","1,20898","Constanti - INGETEAM EdRR 6","32","AC/DC","Carrer Anselm Clavè","Tarragona","43","Constantí","430477","","","POINT (1.20898 41.154845)"
"44186164","Institut Català d'Energia - Ajuntament de Montgat","tarjeta","RAPID i semiRAPID","CCS Combo2+ChadeMO+MENNEKES.M","41,470158","2,289584","EdRR Montgat (DC60-AC46kW)","50","AC/DC","FONDO MARINA - Carrer Camí Ral, 151, 08390","Barcelona","8","Montgat","81265","","","POINT (2.289584 41.470157)"
"46617747","Institut Català d'Energia - Ajuntament de l'Hospitalet de Llobregat","targeta","semiRAPID","MENNEKES.M","41,35663","2,129388","19XP22T3KK4AZ00854","22","AC","FIRA PABELLON 4 - Av. Joan Carles I, 64,","Barcelona","8","l'Hospitalet de Llobregat","81017","","","POINT (2.129388 41.356627)"
"46367464","Institut Català d'Energia - Ajuntament de Barcelona","targeta","semiRAPID","CCS Combo2+ChadeMO+MENNEKES.M","41,385986","2,126721","62126022680013","22","DC","Gran Via de Carles III, 85, Les Corts, 08028","Barcelona","8","Barcelona","80193","","","POINT (2.126721 41.385988)"
"46110021","Institut Català d'Energia - Ajuntament de Sitges","targeta","semiRAPID","MENNEKES.M","41,2415","1,804809","Sitges - SELBA EdRSR 2","12","AC","Av. Camí dels Capellans, 65","Barcelona","8","Sitges","82704","","","POINT (1.804809 41.241501)"
"46436601","Institut Català d'Energia - Ajuntament de Terrassa","targeta","semiRAPID","MENNEKES.M","41,563034","2,008781","12004063130007","20","AC","SABA - Raval de Montserrat","Barcelona","8","Terrassa","82798","","","POINT (2.008781 41.563035)"
"44186222","Institut Català d'Energia - Ajuntament de Salt","tarjeta","RAPID i semiRAPID","CCS Combo2+ChadeMO+MENNEKES.M","41,968987","2,800649","EdRR EndesaX Salt (DC50-AC14kW)","50","AC/DC","ENDESA - C/ del Montnegre, 84","Girona","17","Salt","171557","","","POINT (2.800649 41.968987)"
"47916100","Institut Català d'Energia - Ajuntament de Barcelona","targeta","semiRAPID","MENNEKES.M+Schuko","41,40984","2,174087","Ap. - Avinguda Gaudí","4","AC","C/ Castillejos, 328","Barcelona","8","Barcelona","80193","","","POINT (2.174087 41.409841)"
"46617761","Institut Català d'Energia - Ajuntament de el Masnou","targeta","RAPID i semiRAPID","CCS Combo2+ChadeMO+MENNEKES.M","41,484882","2,339793","19XM32T8KK3AR00055","50","AC/DC","MCDONALDS - Carrer del Migjorn, 14, 08320 El","Barcelona","8","el Masnou","81189","","","POINT (2.339793 41.484881)"
"46617674","Institut Català d'Energia - Ajuntament de Prades","targeta","RAPID i semiRAPID","CCS Combo2+ChadeMO+MENNEKES.M","41,31246","0,98692","61946052780019","50","AC/DC","AGRICOLA MONTSANT PRADES - Carrer Priorat, 12","Tarragona","43","Prades","431166","","","POINT (0.98692 41.31246)"
"46478187","Institut Català d'Energia - Ajuntament de Barcelona","targeta","semiRAPID","MENNEKES.M","41,391327","2,166012","1591000618","22","AC","BAMSA - Pg. de Gràcia, Barcelona, Spain","Barcelona","8","Barcelona","80193","","","POINT (2.166012 41.391327)"
"46282307","Institut Català d'Energia - Ajuntament de Sant Boi de Llobregat","targeta","semiRAPID","MENNEKES.M","41,34885","2,042106","AMB FL007 - CIRCUTOR EdRSR 2","7","AC","Carrer de Josep Torras i Bages, 6","Barcelona","8","Sant Boi de Llobregat","82009","","","POINT (2.042106 41.348851)"
"46128429","Institut Català d'Energia - Ajuntament de Barcelona","targeta","semiRAPID","MENNEKES.M","41,361763","2,137052","Subcomunidad Paseo Franca - CIRCUTOR EdRSR 2","7","AC","Carrer de Francesc Boix Campo, 7","Barcelona","8","Barcelona","80193","","","POINT (2.137052 41.361763)"
"46110149","Institut Català d'Energia - Ajuntament de Sitges","targeta","semiRAPID","MENNEKES.M","41,241478","1,804599","Ajuntament de Sitges - SELBA EdRSR 1","12","AC","Av. Camí dels Capellans, 65","Barcelona","8","Sitges","82704","","","POINT (1.804599 41.241479)"
"46112774","Institut Català d'Energia - Ajuntament de Barcelona","targeta","semiRAPID","MENNEKES.M","41,40626","2,168021","Parking Garatge 2000 - SELBA EdRSR 2","12","AC","C/ de St. Antoni Maria Claret, 84","Barcelona","8","Barcelona","80193","","","POINT (2.168021 41.40626)"
"45500521","Institut Català d'Energia - Ajuntament de Reus","targeta","RAPID i semiRAPID","CCS Combo2+ChadeMO","41,150482","1,121578","Allego - NIKKO CENTER MOTORS","50","DC","Aut. Reus - Tarragona","Tarragona","43","Reus","431233","","","POINT (1.121578 41.150481)"
"46888143","Institut Català d'Energia - Ajuntament de la Roca del Vallès","targeta","semiRAPID","","41,615356","2,346637","NIKE2","0","AC","Polígono Industrial Polígono Industrial Ca...","Barcelona","8","la Roca del Vallès","81810","","","POINT (2.346637 41.615358)"
"46111125","Institut Català d'Energia - Ajuntament de Sant Hilari Sacalm","targeta","semiRAPID","MENNEKES.M","41,87996","2,512245","Plaça del President Lluís Companys i Jover","12","AC","Carrer Joan Miro, 3, 17403 Sant Hilari Sac...","Girona","17","Sant Hilari Sacalm","171642","","","POINT (2.512245 41.879959)"
"48688889","Institut Català d'Energia - Ajuntament de Mont-ral","targeta","semiRAPID","MENNEKES.M","41,28634","1,099358","Mont-ral - SELBA EdRSR 2","12","AC","Carrer Olga Xirinacs, 2","Tarragona","43","Mont-ral","430918","","","POINT (1.099358 41.286339)"
"46414968","Institut Català d'Energia - Ajuntament de Barcelona","targeta","semiRAPID","MENNEKES.M","41,3911","2,1659","12243039550034","7","AC","Pg. de Gràcia, 31, 08007 Barcelona, Spain","Barcelona","8","Barcelona","80193","","","POINT (2.1659 41.3911)"
"46431576","Institut Català d'Energia - Ajuntament de l'Hospitalet de Llobregat","targeta","semiRAPID","MENNEKES.M","41,35648","2,12949","19XP22T3KK4AZ00945","22","AC","FIRA PABELLON 4 - Av. Joan Carles I, 64,","Barcelona","8","l'Hospitalet de Llobregat","81017","","","POINT (2.12949 41.356481)"
"47144917","Institut Català d'Energia - Ajuntament de l'Ampolla","targeta","superRAPID i semiRAPID","CCS Combo2","40,811256","0,7056618","ACCIONA - L'ampolla - CCS","230","DC","Carrer Bassa del Mig, 9","Tarragona","43","l'Ampolla","439060","","","POINT (0.7056618 40.8112563)"
"46159390","Institut Català d'Energia - Ajuntament de Gavà","targeta","semiRAPID","MENNEKES.M+Schuko","41,3082","2,004977","Gavanenca GTI - INGETEAM EdRSR 3 Batista","12","AC","Plaça de J. M. Batista i Roca","Barcelona","8","Gavà","80898","","","POINT (2.004977 41.308201)"
"46367461","Institut Català d'Energia - Ajuntament de Barcelona","targeta","semiRAPID","CCS Combo2+ChadeMO+MENNEKES.M","41,385998","2,126741","62126022680010","22","AC/DC","SABA CARLES III - Gran Via de Carles III,","Barcelona","8","Barcelona","80193","","","POINT (2.126741 41.385998)"
"44185847","Institut Català d'Energia - Ajuntament de Gironella","tarjeta","RAPID i semiRAPID","CCS Combo2+ChadeMO+MENNEKES.M","42,016693","1,883166","EdRR ES REPSOL Gironella (DC60-AC25kW)","50","AC/DC","Bassacs Carretera, 114","Barcelona","8","Gironella","80924","","","POINT (1.883166 42.016693)"
"46617645","Institut Català d'Energia - Ajuntament de Flix","targeta","RAPID i semiRAPID","CCS Combo2+ChadeMO+MENNEKES.M","41,228848","0,547975","61948052810010","50","AC/DC","Carrer Joan Maragall, 1, 43750 Flix,","Tarragona","43","Flix","430607","","","POINT (0.547975 41.228848)"
"46512156","Institut Català d'Energia - Ajuntament de Sant Pere de Riudebitlles","targeta","semiRAPID","MENNEKES.M","41,45177","1,697881","62125024810003","22","AC","La Carretera, s/n, 08776 Sant Pere de","Barcelona","8","Sant Pere de Riudebitlles","82325","","","POINT (1.697881 41.451769)"
"44186166","Institut Català d'Energia - Ajuntament de Barcelona","tarjeta","semiRAPID","MENNEKES.M","41,401768","2,160826","12206002160001","23","AC","Carrer de Siracusa, 39-51, 08012 Barcelona,","Barcelona","8","Barcelona","80193","","","POINT (2.160826 41.401769)"
"46617760","Institut Català d'Energia - Ajuntament de Lleida","targeta","RAPID i semiRAPID","CCS Combo2+ChadeMO+MENNEKES.M","41,63028","0,595309","62103041270002","50","AC/DC","MCDONALS - Av. Alcalde Rovira Roure, 185,","Lleida","25","Lleida","251207","","","POINT (0.595309 41.630279)"
"46114735","Institut Català d'Energia - Ajuntament de Alcover","targeta","semiRAPID","MENNEKES.M","41,2622","1,171821","Plaça del Portal","12","AC","Plaça de l'Església Vella, 1, 43460 Alcove...","Tarragona","43","Alcover","430056","","","POINT (1.171821 41.262198)"
"46617796","Institut Català d'Energia - Ajuntament de Barcelona","targeta","semiRAPID","MENNEKES.M","41,356915","2,137179","21XK11T2J03BB01003","20","AC","Fira Pabellon 8, 08908 L'Hospitalet de","Barcelona","8","Barcelona","80193","","","POINT (2.137179 41.356914)"
"46109484","Institut Català d'Energia - Ajuntament de Barcelona","targeta","semiRAPID","Schuko","41,38495","2,11611","Pascual i Vila, 23","0","AC","Pascual i Vila, 23 - Av. Diagonal","Barcelona","8","Barcelona","80193","","","POINT (2.11611 41.38495)"
"46530140","Institut Català d'Energia - Ajuntament de Castell-Platja d'Aro","targeta","semiRAPID","MENNEKES.M","41,816162","3,063863","12240036080002","22","AC","SABA - Av. de Castell d'Aro, 36, 17250","Girona","17","Castell-Platja d'Aro","170486","","","POINT (3.063863 41.816162)"
"46617666","Institut Català d'Energia - Ajuntament de Tàrrega","targeta","semiRAPID","MENNEKES.M","41,648193","1,138408","22XP22T3KKJAK00292","22","AC","Av. de Catalunya, 36, 25300 Tàrrega, Lleida,","Lleida","25","Tàrrega","252173","","","POINT (1.138408 41.648192)"
"50214993","Institut Català d'Energia - Ajuntament de Montcada i Reixac","targeta","RAPID i semiRAPID","CCS Combo2+ChadeMO+MENNEKES.M","41,494694","2,1807888","ACCIONA - Barcelona - Punt de Montcada","63","AC/DC","Carrer Verdi, 2","Barcelona","8","Montcada i Reixac","81252","","","POINT (2.1807887 41.4946925)"
"44186157","Institut Català d'Energia - Ajuntament de Barcelona","tarjeta","semiRAPID","MENNEKES.M","41,41059","2,13752","EGervasi, 5e J Passeig De Barcelona","22","AC","JOSEL - Passeig de Sant Gervasi, 51, 08022","Barcelona","8","Barcelona","80193","","","POINT (2.13752 41.410591)"
"46367465","Institut Català d'Energia - Ajuntament de Caldes de Malavella","targeta","semiRAPID","MENNEKES.M","41,837162","2,808307","62216016820001","22","AC","Hotel Balneari Prats - Plaça Sant Esteve, 7,","Girona","17","Caldes de Malavella","170335","","","POINT (2.808307 41.837161)"
"46111244","Institut Català d'Energia - Ajuntament de Santa Cristina d'Aro","targeta","RAPID i semiRAPID","CCS Combo2+ChadeMO+MENNEKES.M","41,811066","2,999541","Santa Cristina d'Aro - LAFON EdRR 1","32","AC/DC","Carrer Pere Geronès, 4,","Girona","17","Santa Cristina d'Aro","171812","","","POINT (2.999541 41.811064)"
"44186136","Institut Català d'Energia - Ajuntament de Os de Balaguer","tarjeta","semiRAPID","MENNEKES.M","41,871834","0,719597","62125024810001","12","AC","Carrer de la Creu, 6, 25610 Os de Balaguer,","Lleida","25","Os de Balaguer","251569","","","POINT (0.719597 41.871833)"
"46617613","Institut Català d'Energia - Ajuntament de Barcelona","targeta","semiRAPID","MENNEKES.M","41,41059","2,13752","61835041340016","22","AC","JOSEL - Passeig de Sant Gervasi, 51, 08022","Barcelona","8","Barcelona","80193","","","POINT (2.13752 41.410591)"
"46617651","Institut Català d'Energia - Ajuntament de les Preses","targeta","RAPID i semiRAPID","CCS Combo2","42,153248","2,466856","C6E06BCC21YPEFGNHG","60","DC","Carretera de la Parcel·lària, 31, 17178 Les","Girona","17","les Preses","171390","","","POINT (2.466856 42.153249)"
"46109852","Institut Català d'Energia - Ajuntament de Salou","targeta","RAPID i semiRAPID","CCS Combo2+ChadeMO+MENNEKES.M","41,084126","1,126252","Av. Pau Casals","32","AC/DC","Av. de Pau Casals, 19a, 43840 Salou, Tarra...","Tarragona","43","Salou","439057","","","POINT (1.126252 41.084124)"
"44186182","Institut Català d'Energia - Ajuntament de Mont-roig del Camp","tarjeta","semiRAPID","MENNEKES.M","41,04297","0,920105","EdR BONMONT Mont-roig del Camp (AC13kW)","22","AC","Carrer d'en Pere Antoni Torres i Jordi, 18,","Tarragona","43","Mont-roig del Camp","430923","","","POINT (0.920105 41.042968)"
"46109372","Institut Català d'Energia - Ajuntament de Seva","targeta","semiRAPID","MENNEKES.M","41,838024","2,280819","Seva - SELBA EdRSR 2","12","AC","C. Call d'en Camps, 1","Barcelona","8","Seva","82690","","","POINT (2.280819 41.838026)"
"46617727","Institut Català d'Energia - Ajuntament de Martorell","targeta","RAPID i semiRAPID","CCS Combo2+ChadeMO+MENNEKES.M","41,46528","1,9477","62103041270014","50","AC/DC","MCDONALDS MARTORELL- Polígono Industrial ""El","Barcelona","8","Martorell","81141","","","POINT (1.9477 41.46528)"
"46157797","Institut Català d'Energia - Ajuntament de Santa Fe del Penedès","targeta","semiRAPID","MENNEKES.M","41,38356","1,721316","Santa Fe del Penedès - SELBA EdRSR 1","12","AC","Carrer Les Escoles, 2","Barcelona","8","Santa Fe del Penedès","82495","","","POINT (1.721316 41.38356)"
"46489272","Institut Català d'Energia - Ajuntament de Rubí","targeta","semiRAPID","MENNEKES.M","41,501637","2,029355","Rubí - CIRCUTOR EdRSR 5 Can Serra","12","AC","Carrer de Can Serra, 3","Barcelona","8","Rubí","81846","","","POINT (2.029355 41.501635)"
"44185998","Institut Català d'Energia - Ajuntament de Barcelona","tarjeta","semiRAPID","MENNEKES.M","41,39066","2,180865","EdR BAMSA Companys4","22","AC","BAMSA - Passeig de Lluís Companys, 08003","Barcelona","8","Barcelona","80193","","","POINT (2.180865 41.390659)"
"46112054","Institut Català d'Energia - Ajuntament de Súria","targeta","semiRAPID","MENNEKES.M","41,835037","1,76336","Joncarets","12","AC","Carretera de Balsareny, 113-115","Barcelona","8","Súria","82747","","","POINT (1.76336 41.835038)"
"46617728","Institut Català d'Energia - Ajuntament de Vila-seca","targeta","RAPID i semiRAPID","CCS Combo2+ChadeMO+MENNEKES.M","41,106766","1,152796","62106004700006","50","AC/DC","MCDONALDS - Carretera Vilaseca-Pineda 14","Tarragona","43","Vila-seca","431711","","","POINT (1.152796 41.106766)"
"44666386","Institut Català d'Energia - Ajuntament de el Prat de Llobregat","targeta","RAPID i semiRAPID","CCS Combo2+ChadeMO","41,318127","2,074807","PdRR El Prat de Llobregat: Pl. Volateria (Mas Blau) 8820 El Prat de Llobregat ESP","44","DC","PdRR El Prat de Llobregat: Pl. Volateria (Mas","Barcelona","8","el Prat de Llobregat","81691","","","POINT (2.074807 41.318125)"
"46617616","Institut Català d'Energia - Ajuntament de Salou","targeta","semiRAPID","MENNEKES.M","41,07886","1,132418","62218017460009","22","AC","Via Roma, 10, 43840 Salou, Tarragona, Spain","Tarragona","43","Salou","439057","","","POINT (1.132418 41.07886)"
"46414958","Institut Català d'Energia - Ajuntament de Mataró","targeta","semiRAPID","MENNEKES.M","41,537174","2,444283","1224303950031","7","AC","Pl. de Santa Anna, 08302 Mataró, Barcelona,","Barcelona","8","Mataró","81213","","","POINT (2.444283 41.537176)"
"46367428","Institut Català d'Energia - Ajuntament de Llanars","targeta","semiRAPID","MENNEKES.M","42,32118","2,346812","21XP22T3KK4AL00179","22","AC","HOTEL GREVOL NNSS - Avinguda de les Saletes,","Girona","17","Llanars","170911","","","POINT (2.346812 42.321178)"
"44182324","Institut Català d'Energia - Ajuntament de l'Hospitalet de Llobregat","tarjeta","RAPID i semiRAPID","CCS Combo2+ChadeMO+MENNEKES.M","41,351227","2,130638","PdRR L'Hospitalet Av. Joan Carles I,56 08908 L'Hospitalet de Llobregat ESP","44","AC/DC","PdRR L'Hospitalet Av. Joan Carles I,56","Barcelona","8","l'Hospitalet de Llobregat","81017","","","POINT (2.130638 41.351228)"
"46617669","Institut Català d'Energia - Ajuntament de Barcelona","targeta","semiRAPID","MENNEKES.M","41,397827","2,161203","61939036180023","6","AC","JOSEL CORSEGA - C. de Còrsega, 344, 08037","Barcelona","8","Barcelona","80193","","","POINT (2.161203 41.397827)"
"46594664","Institut Català d'Energia - Ajuntament de Llagostera","targeta","semiRAPID","MENNEKES.M","41,827785","2,95341","62225022070034","17","AC","RESTAURANT ELS TINARS  - Lloc Panedes, 16,","Girona","17","Llagostera","170890","","","POINT (2.95341 41.827785)"
"11423934","Institut Català d'Energia - Ajuntament de Barcelona","ESTACIÓ SERVEI (IBIL)","RAPID","CCS Combo2+ChadeMO+MENNEKES.M","41,382664","2,106383","IBIL-ES Seu RACC (DC50kW AC43kW)","0","AC/DC","Avinguda Diagonal 695","Barcelona","8","Barcelona","80193","1","cotxe","POINT (2.10638299584389 41.382665178903)"
"44186031","Institut Català d'Energia - Ajuntament de Barcelona","tarjeta","semiRAPID","MENNEKES.M","41,385662","2,177042","EdR BAMSA Cambó2 Barcelona","22","AC","BAMSA - Av. de Francesc Cambó, 10, 08003","Barcelona","8","Barcelona","80193","","","POINT (2.177042 41.385663)"
"44185954","Institut Català d'Energia - Ajuntament de Cabrera de Mar","tarjeta","semiRAPID","MENNEKES.M","41,52378","2,406253","EdR Cabrera de Mar","10","AC","CLARK PADEL - Camí del Mig, 92","Barcelona","8","Cabrera de Mar","80291","","","POINT (2.406253 41.523781)"
"46646416","Institut Català d'Energia - Ajuntament de Sant Pere Sallavinera","targeta","RAPID i semiRAPID","CCS Combo2+ChadeMO+MENNEKES.M","41,745747","1,579963","Repsol ES, CRED Sallavinera Izq","50","AC/DC","CR C-25, PK. 111,52","Barcelona","8","Sant Pere Sallavinera","81897","","","POINT (1.579963 41.745746)"
"44186059","Institut Català d'Energia - Ajuntament de Barcelona","tarjeta","semiRAPID","MENNEKES.M","41,385895","2,170416","EdR BAMSA RCatalunya4","22","AC","BAMSA - Rambla de Catalunya, 08007","Barcelona","8","Barcelona","80193","","","POINT (2.170416 41.385895)"
"44186146","Institut Català d'Energia - Ajuntament de Sabadell","tarjeta","RAPID i semiRAPID","CCS Combo2+ChadeMO+MENNEKES.M","41,559364","2,088384","62047041180006","50","AC/DC","Carrer de Sarajevo, 2, 08206 Sabadell,","Barcelona","8","Sabadell","81878","","","POINT (2.088384 41.559366)"
"44172917","Institut Català d'Energia - Ajuntament de l'Hospitalet de Llobregat","tarjeta","semiRAPID i NORMAL","Schuko","41,353497","2,122741","EdR AMB Salvador Espriu L'H","0","AC","PdRL L'Hospitalet de Ll.: C. Salvador Espriu","Barcelona","8","l'Hospitalet de Llobregat","81017","","","POINT (2.122741 41.353497)"
"44185983","Institut Català d'Energia - Ajuntament de Ripoll","tarjeta","semiRAPID","MENNEKES.M","42,19817","2,192885","EdR Ripoll (AC12kW)","20","AC","Carrer Macià Bonaplata, 8","Girona","17","Ripoll","171479","","","POINT (2.192885 42.198171)"
"44186029","Institut Català d'Energia - Ajuntament de Barcelona","tarjeta","semiRAPID","MENNEKES.M","41,39251","2,169999","EdR BAMSA Diputació2","22","AC","BAMSA - Carrer de la Diputació, S/n, 08007","Barcelona","8","Barcelona","80193","","","POINT (2.169999 41.39251)"
"44185865","Institut Català d'Energia - Ajuntament de Girona","tarjeta","semiRAPID","MENNEKES.M","41,962566","2,806262","EdRsR Vilablareix Coloma (AC22kW)","22","AC","Ctra. de Santa Coloma, 73, 17180","Girona","17","Girona","170792","","","POINT (2.806262 41.962566)"
"46559633","Institut Català d'Energia - Ajuntament de Mont-roig del Camp","targeta","semiRAPID","MENNEKES.M","41,019005","0,940738","62022014300029","22","AC","Carrer de Bolívia, 5, 43892 Mont-roig del","Tarragona","43","Mont-roig del Camp","430923","","","POINT (0.940738 41.019006)"
"46127051","Institut Català d'Energia - Ajuntament de Barcelona","targeta","semiRAPID","MENNEKES.M","41,40703","2,127716","Parking TEKNON - SELBA EdRSR 9","7","AC","Carrer de Vilana, 12","Barcelona","8","Barcelona","80193","","","POINT (2.127716 41.40703)"
"46447501","Institut Català d'Energia - Ajuntament de Barcelona","targeta","semiRAPID","MENNEKES.M","41,38153","2,140993","62207002740004","6","AC","Continental Parking - C/ de Numància, 9, 13,","Barcelona","8","Barcelona","80193","","","POINT (2.140993 41.38153)"
"46659191","Institut Català d'Energia - Ajuntament de Montmeló","targeta","semiRAPID","","41,570145","2,258674","Camí Mas Moreneta, s/n","0","AC","Unnamed Road Catalunya 08160 ES, 08160, Ba...","Barcelona","8","Montmeló","81350","","","POINT (2.258674 41.570145)"
"46109442","Institut Català d'Energia - Ajuntament de Barcelona","targeta","RAPID i semiRAPID","MENNEKES.M+Schuko","41,40295","2,1656","Indústria, 19","38","AC","Indústria, 19 - Pg. Sant Joan","Barcelona","8","Barcelona","80193","","","POINT (2.1656 41.40295)"
"49306387","Institut Català d'Energia - Ajuntament de Riudellots de la Selva","targeta","superRAPID i semiRAPID","CCS Combo2","41,902885","2,8037","Augusta Gastrobar","100","DC","Avenida del Mas Pins, 91","Girona","17","Riudellots de la Selva","171501","","","POINT (2.8037 41.902887)"
"44185851","Institut Català d'Energia - Ajuntament de Puigcerdà","tarjeta","semiRAPID","MENNEKES.M","42,423355","1,923394","EdR H Park Puigcerdà (AC22kW)","22","AC","HOTEL PARK PUIGCERDA - Ctra. Nacional 260 Km","Girona","17","Puigcerdà","171411","","","POINT (1.923394 42.423356)"
"46646418","Institut Català d'Energia - Ajuntament de Barcelona","targeta","RAPID i semiRAPID","CCS Combo2+ChadeMO+MENNEKES.M","41,442616","2,199252","Repsol ES, CRED Maquinista","50","AC/DC","C/ Ciudad Asunción Nº69-71","Barcelona","8","Barcelona","80193","","","POINT (2.199252 41.442614)"
"44185996","Institut Català d'Energia - Ajuntament de Sabadell","tarjeta","semiRAPID","MENNEKES.M","41,546852","2,109234","EdR SABA Sabadell","22","AC","SABA - Pl. del Dr. Robert, 08202 Sabadell,","Barcelona","8","Sabadell","81878","","","POINT (2.109234 41.546853)"
"46109408","Institut Català d'Energia - Ajuntament de Calafell","targeta","RAPID i semiRAPID","ChadeMO","41,189724","1,567491","LAFON Eddr2  Mercadona","32","DC","Ctra. Sanatori, 29, 43820 Calafell, Tarrag...","Tarragona","43","Calafell","430379","","","POINT (1.567491 41.189725)"
